758,80050754,2,0
1763,80050754,0,0
21,80050754,0,0
758,80050881,3,3
882,80050881,3,3
1846,80050881,3,3
36,80050881,3,3
775,80050881,3,3
1886,80050917,3,3
758,80050917,3,3
1263,80050917,3,3
932,80050917,3,3
745,80050917,3,3
1840,80050966,3,3
1906,80050966,4,3
1674,80050966,3,3
758,80050966,3,3
1472,80050966,3,3
1956,80051053,2,2
1519,80051053,2,2
613,80051053,2,2
1472,80051053,2,2
1906,80051053,2,2
1886,80051197,3,3
236,80051197,3,3
1071,80051197,3,3
1956,80051197,3,3
1082,80051197,3,3
613,80051237,4,1
917,80051237,1,1
882,80051237,1,1
311,80051237,3,1
527,80051237,1,1
786,80051488,3,3
1775,80051488,3,3
1258,80051488,3,3
613,80051488,3,3
901,80051488,3,3
1940,80051904,0,3
882,80051904,1,3
758,80051904,1,3
926,80051904,3,3
960,80051904,0,3
91,80051992,1,1
1858,80051992,1,1
954,80051992,2,1
1023,80051992,0,1
1936,80051992,1,1
1842,80051992,1,1
38,80051992,3,1
289,80052151,2,2
901,80052151,2,2
882,80052151,2,2
1846,80052151,2,2
745,80052151,2,2
1773,80052225,3,2
1628,80052225,3,2
1504,80052225,1,2
1638,80052225,1,2
311,80052225,1,2
1752,80052652,3,3
1119,80052652,3,3
570,80052652,3,3
758,80052652,3,3
745,80052652,3,3
1421,80052729,3,3
1583,80052729,3,3
1171,80052729,3,3
1329,80052729,3,3
932,80052729,3,3
1628,80052729,3,3
1901,80052807,3,3
1638,80052807,3,3
758,80052807,3,3
469,80052807,3,3
1775,80052807,3,3
1217,80052807,3,3
1614,80053045,3,3
527,80053045,3,3
186,80053045,3,3
1628,80053045,3,3
1666,80053045,3,3
1564,80053174,2,2
38,80053174,2,2
359,80053174,2,2
1311,80053174,2,2
1553,80053174,2,2
1770,80053174,2,2
100,80053174,2,2
118,80053247,3,3
1519,80053247,3,3
1723,80053247,3,3
467,80053247,3,3
720,80053247,3,3
1948,80053247,3,3
613,80053403,1,1
1399,80053403,1,1
882,80053403,1,1
1149,80053403,1,1
21,80053403,1,1
1360,80053583,3,3
1674,80053583,1,3
396,80053583,3,3
1357,80053583,3,3
882,80053583,3,3
859,80053583,3,3
316,80053599,1,1
1679,80053599,1,1
1752,80053599,1,1
269,80053599,1,1
1097,80053599,1,1
527,80053599,1,1
1752,80053613,1,1
1103,80053613,1,1
1290,80053613,1,1
1687,80053613,1,1
409,80053613,1,1
1614,80053682,0,0
570,80053682,0,0
1399,80053682,0,0
27,80053682,0,0
708,80053682,0,0
118,80053749,2,2
1394,80053749,2,2
236,80053749,2,2
670,80053749,2,2
1399,80053749,2,2
269,80053749,2,2
1449,80054009,2,2
911,80054009,1,2
596,80054009,1,2
269,80054009,2,2
1701,80054009,2,2
1752,80054061,2,1
758,80054061,1,1
1593,80054061,2,1
824,80054061,1,1
782,80054061,1,1
1773,80054166,1,1
1638,80054166,1,1
1311,80054166,1,1
36,80054166,1,1
1376,80054166,1,1
1674,80055712,2,2
1090,80055712,3,2
38,80055712,2,2
782,80055712,2,2
1449,80055712,2,2
1356,80055712,2,2
1394,80055852,3,3
1763,80055852,3,3
758,80055852,3,3
1127,80055852,3,3
527,80055852,3,3
1614,80055921,0,0
901,80055921,0,0
1628,80055921,0,0
611,80055921,0,0
269,80055921,0,0
614,80056141,2,1
1340,80056141,1,1
720,80056141,1,1
796,80056141,1,1
1436,80056141,2,1
1536,80056141,1,1
1752,80056218,2,2
905,80056218,2,2
758,80056218,2,2
1763,80056218,2,2
1205,80056218,2,2
287,80056218,2,2
1770,80056218,1,2
960,80056218,2,2
1776,80056218,2,2
84,80056235,2,2
1071,80056235,0,2
578,80056235,2,2
1940,80056235,3,2
959,80056235,2,2
816,80056235,2,2
901,80056390,0,0
882,80056390,0,0
1901,80056390,3,0
1258,80056390,0,0
775,80056390,0,0
786,80056520,2,2
661,80056520,2,2
1399,80056520,2,2
1329,80056520,2,2
27,80056520,2,2
1097,80056578,3,0
1286,80056578,0,0
882,80056578,0,0
1376,80056578,0,0
286,80056578,0,0
582,80056720,1,0
1674,80056720,4,0
1103,80056720,1,0
1775,80056720,1,0
368,80056720,3,0
270,80056720,1,0
36,80056720,0,0
38,80056767,1,2
786,80056767,2,2
467,80056767,2,2
337,80056767,2,2
1614,80056767,2,2
186,80056767,1,2
1752,80056789,2,2
538,80056789,2,2
613,80056789,2,2
1071,80056789,2,2
1127,80056789,2,2
1360,80056863,1,1
1566,80056863,1,1
118,80056863,4,1
1666,80056863,4,1
1082,80056863,3,1
1486,80056866,3,3
882,80056866,3,3
1299,80056866,3,3
1567,80056866,3,3
1034,80056866,3,3
786,80057006,3,2
1564,80057006,2,2
1840,80057006,2,2
758,80057006,3,2
1424,80057006,1,2
1436,80057115,3,3
709,80057115,3,3
1511,80057115,3,3
570,80057115,3,3
1877,80057115,3,3
1638,80057115,3,3
844,80057291,2,2
613,80057291,0,2
859,80057291,1,2
758,80057291,0,2
775,80057291,2,2
1376,80057291,2,2
1940,80057334,3,3
596,80057334,3,3
862,80057334,3,3
1869,80057334,3,3
173,80057334,3,3
1217,80057335,1,1
1846,80057335,1,1
570,80057335,1,1
1666,80057335,4,1
932,80057335,1,1
1149,80057340,3,3
1436,80057340,3,3
720,80057340,3,3
1082,80057340,3,3
782,80057340,3,3
467,80057405,3,3
1535,80057405,3,3
1171,80057405,3,3
708,80057405,3,3
1311,80057405,3,3
1901,80057477,4,4
1638,80057477,4,4
634,80057477,1,4
1757,80057477,1,4
1472,80057477,4,4
316,80057656,3,3
911,80057656,3,3
12,80057656,3,3
782,80057656,3,3
1638,80057656,3,3
527,80057950,3,3
1214,80057950,3,3
276,80057950,3,3
645,80057950,3,3
1614,80057950,3,3
1217,80057950,3,3
786,80058003,2,2
1795,80058003,2,2
1842,80058003,2,2
1071,80058003,2,2
467,80058003,2,2
1757,80058003,2,2
501,80058172,0,2
911,80058172,1,2
1514,80058172,4,2
38,80058172,2,2
720,80058172,2,2
1775,80058172,0,2
1930,80058211,3,3
318,80058211,1,3
172,80058211,3,3
467,80058211,3,3
927,80058211,3,3
758,80058226,3,3
165,80058226,3,3
1842,80058226,3,3
1119,80058226,3,3
1100,80058226,3,3
1171,80058228,1,1
1940,80058228,3,1
758,80058228,1,1
922,80058228,1,1
708,80058228,1,1
1171,80058229,3,3
1628,80058229,3,3
527,80058229,3,3
1775,80058229,3,3
1701,80058229,3,3
786,80058294,4,3
661,80058294,3,3
758,80058294,3,3
1302,80058294,4,3
1846,80058294,3,3
1356,80058399,3,3
538,80058399,3,3
1399,80058399,3,3
186,80058399,3,3
1773,80058399,3,3
882,80058437,3,1
596,80058437,3,1
1338,80058437,4,1
1788,80058437,2,1
21,80058437,4,1
614,80058437,3,1
800,80058437,3,1
1376,80058437,3,1
745,80058437,1,1
775,80058437,1,1
1356,80058437,3,1
27,80058539,2,2
286,80058539,2,2
765,80058539,2,2
1674,80058539,2,2
17,80058539,2,2
1034,80058539,1,2
1286,80058749,1,1
1674,80058749,2,1
1331,80058749,1,1
1753,80058749,1,1
1082,80058749,1,1
286,80058749,1,1
1519,80058771,1,1
1956,80058771,3,1
1119,80058771,3,1
1663,80058771,3,1
708,80058771,3,1
1356,80058809,3,3
856,80058809,3,3
1583,80058809,3,3
449,80058809,3,3
1658,80058809,3,3
1564,80058841,1,1
1840,80058841,1,1
311,80058841,3,1
172,80058841,4,1
570,80058841,2,1
901,80058872,2,2
1940,80058872,2,2
1171,80058872,2,2
538,80058872,2,2
236,80058872,2,2
1940,80059045,3,0
1424,80059045,1,0
1674,80059045,0,0
570,80059045,0,0
409,80059045,0,0
51,80059079,2,2
269,80059079,2,2
758,80059079,1,2
273,80059079,1,2
1846,80059079,2,2
1564,80059118,0,0
538,80059118,3,0
1752,80059118,0,0
1535,80059118,0,0
1245,80059118,1,0
1334,80059119,3,3
882,80059119,3,3
27,80059119,3,3
758,80059119,2,3
905,80059119,3,3
782,80059119,3,3
1674,80059131,3,3
596,80059131,3,3
882,80059131,3,3
1462,80059131,4,3
692,80059131,4,3
1356,80059131,4,3
959,80059175,3,3
1638,80059175,3,3
527,80059175,3,3
1666,80059175,3,3
1082,80059175,0,3
614,80059175,3,3
1065,80059190,1,0
527,80059190,1,0
1950,80059190,0,0
628,80059190,4,0
4,80059190,0,0
1628,80059190,1,0
137,80059203,2,2
905,80059203,2,2
596,80059203,1,2
1674,80059203,1,2
692,80059203,1,2
1106,80059203,1,2
786,80059221,3,3
901,80059221,3,3
882,80059221,3,3
186,80059221,3,3
822,80059221,3,3
1901,80059242,0,0
1491,80059242,3,0
758,80059242,0,0
613,80059242,3,0
1286,80059242,0,0
758,80059324,1,1
1795,80059324,1,1
1752,80059324,1,1
314,80059324,1,1
467,80059324,1,1
570,80059324,1,1
570,80059338,1,1
1544,80059338,1,1
1950,80059338,1,1
960,80059338,1,1
186,80059338,1,1
38,80059362,2,2
1,80059362,2,2
1773,80059362,2,2
311,80059362,2,2
449,80059362,2,2
1127,80059451,2,0
917,80059451,4,0
1217,80059451,0,0
1376,80059451,0,0
36,80059451,4,0
859,80059665,2,2
1775,80059665,2,2
1127,80059665,2,2
613,80059665,2,2
1034,80059665,2,2
884,80059799,1,1
1263,80059799,4,1
173,80059799,3,1
708,80059799,1,1
1449,80059799,1,1
782,80059915,3,3
578,80059915,3,3
758,80059915,3,3
1338,80059915,3,3
1628,80059915,3,3
932,80059915,3,3
901,80059939,0,0
856,80059939,0,0
1329,80059939,0,0
270,80059939,0,0
882,80059939,0,0
1246,80060015,2,2
882,80060015,2,2
1940,80060015,3,2
1119,80060015,1,2
1305,80060015,2,2
632,81169556,3,3
720,81169556,3,3
480,81169556,4,3
420,81169556,0,3
1869,81169556,3,3
688,81169556,3,3
1638,81169563,4,0
1066,81169563,0,0
1471,81169563,0,0
353,81169563,0,0
1103,81169563,1,0
1869,81169928,3,2
713,81169928,2,2
12,81169928,3,2
745,81169928,2,2
1078,81169928,1,2
1775,81170146,0,0
632,81170146,0,0
265,81170146,2,0
1043,81170146,2,0
100,81170146,0,0
1666,81170184,3,3
1687,81170184,3,3
1160,81170184,3,3
298,81170184,3,3
1933,81170184,3,3
1194,81170244,0,0
449,81170244,0,0
711,81170244,0,0
1381,81170244,0,0
740,81170244,0,0
1638,81170369,3,3
727,81170369,3,3
720,81170369,3,3
1933,81170369,3,3
100,81170369,3,3
720,81170419,2,2
1775,81170419,2,2
1194,81170419,2,2
265,81170419,2,2
711,81170419,2,2
862,81170491,1,1
1194,81170491,1,1
1258,81170491,1,1
662,81170491,1,1
415,81170491,1,1
632,81170576,3,3
1160,81170576,3,3
1752,81170576,3,3
1726,81170576,0,3
895,81170576,1,3
1585,81170861,0,0
628,81170861,0,0
1846,81170861,1,0
1933,81170861,0,0
609,81170861,0,0
415,81170861,4,0
1906,81171416,3,3
1043,81171416,3,3
1357,81171416,3,3
19,81171416,3,3
100,81171416,3,3
1572,81171616,1,0
429,81171616,4,0
711,81171616,0,0
1570,81171616,1,0
1595,81171616,0,0
632,81171736,3,0
716,81171736,0,0
1194,81171736,0,0
1400,81171736,2,0
222,81171736,4,0
258,81171736,4,0
1258,81171771,1,3
1160,81171771,3,3
775,81171771,1,3
295,81171771,3,3
932,81171771,3,3
1100,81171831,3,3
186,81171831,3,3
449,81171831,3,3
1697,81171831,3,3
688,81171831,3,3
937,81172057,1,1
745,81172057,1,1
1357,81172057,1,1
1375,81172057,1,1
1697,81172057,1,1
1103,81172057,1,1
632,81172069,3,3
1752,81172069,3,3
816,81172069,3,3
711,81172069,3,3
1450,81172069,3,3
1906,81172077,2,2
1433,81172077,2,2
1160,81172077,2,2
1194,81172077,2,2
688,81172077,2,2
100,81172077,1,2
1441,81172348,0,0
960,81172348,0,0
265,81172348,0,0
1726,81172348,0,0
100,81172348,0,0
1679,81172424,3,3
720,81172424,3,3
1638,81172424,3,3
1375,81172424,3,3
1149,81172424,3,3
1161,81172598,2,2
595,81172598,2,2
712,81172598,2,2
356,81172598,2,2
150,81172598,2,2
186,81172701,3,3
165,81172701,3,3
711,81172701,3,3
1726,81172701,3,3
775,81172701,3,3
186,81173394,3,3
800,81173394,3,3
1869,81173394,3,3
1318,81173394,0,3
1770,81173394,3,3
467,81173459,3,3
1687,81173459,3,3
716,81173459,3,3
1,81173459,3,3
1350,81173459,3,3
713,81174165,3,3
420,81174165,3,3
1933,81174165,3,3
19,81174165,3,3
1565,81174165,3,3
1160,81174459,1,1
816,81174459,1,1
727,81174459,1,1
711,81174459,1,1
961,81174459,1,1
100,81174459,1,1
71,81174487,1,4
1194,81174487,3,4
258,81174487,4,4
424,81174487,0,4
1830,81174487,0,4
932,81174535,2,2
282,81174535,2,2
1565,81174535,2,2
1886,81174535,1,2
249,81174535,2,2
796,81176223,2,0
816,81176223,0,0
1375,81176223,4,0
420,81176223,0,0
1770,81176223,2,0
5,81176286,2,2
1258,81176286,2,2
1467,81176286,2,2
221,81176286,2,2
356,81176286,2,2
1100,81176504,1,1
1393,81176504,1,1
24,81176504,1,1
1375,81176504,1,1
1400,81176504,1,1
713,81176506,0,0
1565,81176506,4,0
1595,81176506,4,0
1886,81176506,0,0
740,81176506,4,0
52,81176534,1,1
289,81176534,1,1
1424,81176534,1,1
1933,81176534,1,1
1318,81176534,1,1
186,81176574,1,1
745,81176574,1,1
29,81176574,1,1
848,81176574,1,1
1770,81176574,1,1
775,81176574,1,1
1471,81176650,1,1
605,81176650,1,1
1171,81176650,3,1
1393,81176650,1,1
1527,81176650,1,1
100,81176672,2,2
1698,81176672,2,2
1357,81176672,2,2
1886,81176672,3,2
1103,81176672,2,2
775,81176894,3,3
1933,81176894,3,3
1160,81176894,3,3
1570,81176894,3,3
222,81176894,3,3
258,81176894,3,3
100,81176923,2,2
71,81176923,2,2
1375,81176923,4,2
1849,81176923,2,2
1400,81176923,2,2
1614,81176951,0,1
429,81176951,1,1
1375,81176951,1,1
919,81176951,0,1
1357,81176951,0,1
1103,81176951,1,1
1666,81177034,4,1
1449,81177034,1,1
841,81177034,1,1
408,81177034,1,1
1719,81177034,4,1
1450,81177034,0,1
1100,81177151,1,3
932,81177151,3,3
1393,81177151,3,3
1697,81177151,1,3
688,81177151,3,3
1849,81177456,0,0
78,81177456,0,0
932,81177456,0,0
1830,81177456,0,0
1400,81177456,0,0
861,81177780,4,0
1687,81177780,0,0
467,81177780,0,0
605,81177780,0,0
424,81177780,0,0
1933,81177780,0,0
408,81177836,1,1
960,81177836,1,1
1149,81177836,1,1
1375,81177836,1,1
150,81177836,1,1
1849,81177838,3,3
1357,81177838,3,3
1570,81177838,3,3
1431,81177838,3,3
1830,81177838,3,3
100,81177838,3,3
1614,81177955,1,1
424,81177955,2,1
1149,81177955,1,1
1726,81177955,1,1
1103,81177955,1,1
775,81178003,1,1
1580,81178003,1,1
408,81178003,1,1
688,81178003,1,1
1400,81178003,1,1
1258,81178007,4,2
735,81178007,4,2
75,81178007,1,2
1375,81178007,1,2
1194,81178007,3,2
932,81178016,4,0
408,81178016,2,0
420,81178016,4,0
1846,81178016,2,0
1886,81178016,0,0
1357,81178513,0,0
1149,81178513,0,0
1100,81178513,3,0
564,81178513,0,0
265,81178513,0,0
418,81178821,2,2
961,81178821,1,2
1160,81178821,2,2
429,81178821,0,2
1846,81178821,2,2
356,81178821,2,2
123,81178821,0,2
768,81178821,2,2
1614,81178980,2,2
1375,81178980,2,2
658,81178980,2,2
906,81178980,2,2
420,81178980,2,2
1565,81178980,2,2
1775,81179349,1,1
846,81179349,1,1
595,81179349,1,1
12,81179349,1,1
1572,81179349,1,1
249,81179349,1,1
1698,81179473,2,2
775,81179473,2,2
816,81179473,2,2
605,81179473,2,2
1570,81179473,2,2
1614,81179800,2,2
605,81179800,1,2
816,81179800,1,2
420,81179800,1,2
415,81179800,1,2
269,81211518,2,2
1578,81211518,2,2
1393,81211518,3,2
1861,81211518,2,2
1350,81211518,2,2
186,81211801,3,4
605,81211801,3,4
1572,81211801,1,4
1861,81211801,1,4
1103,81211801,1,4
1614,81212019,1,1
1869,81212019,1,1
727,81212019,1,1
1846,81212019,1,1
1527,81212019,1,1
796,81212076,1,1
1638,81212076,1,1
255,81212076,1,1
716,81212076,1,1
408,81212076,2,1
862,81212944,4,3
408,81212944,3,3
71,81212944,1,3
356,81212944,3,3
1877,81212944,4,3
186,81213046,2,2
605,81213046,2,2
71,81213046,2,2
1357,81213046,2,2
1630,81213046,2,2
1775,81213147,2,2
1160,81213147,2,2
379,81213147,2,2
894,81213147,2,2
1565,81213147,2,2
1149,81213374,3,3
628,81213374,3,3
1100,81213374,3,3
420,81213374,3,3
1043,81213374,3,3
632,81213627,3,2
1393,81213627,0,2
906,81213627,2,2
1043,81213627,2,2
848,81213627,0,2
1770,81213627,2,2
1103,81213627,0,2
1614,81213652,1,1
705,81213652,1,1
1393,81213652,1,1
688,81213652,1,1
1078,81213652,3,1
467,81213726,2,1
932,81213726,1,1
927,81213726,1,1
1861,81213726,1,1
275,81213726,1,1
75,81213766,1,1
186,81213766,3,1
628,81213766,1,1
1940,81213766,1,1
1933,81213766,1,1
1942,81213820,2,2
735,81213820,2,2
1357,81213820,2,2
1450,81213820,2,2
275,81213820,2,2
269,81213874,3,3
1666,81213874,3,3
1846,81213874,3,3
1863,81213874,3,3
1357,81213874,3,3
932,81213904,3,1
727,81213904,1,1
1861,81213904,1,1
688,81213904,3,1
1770,81213904,1,1
1357,81213907,3,3
628,81213907,3,3
420,81213907,3,3
1565,81213907,1,3
1066,81213907,1,3
1614,81213961,3,3
1472,81213961,3,3
745,81213961,3,3
605,81213961,3,3
1103,81213961,3,3
1149,81214228,4,4
1175,81214228,4,4
1242,81214228,4,4
1578,81214228,2,4
1886,81214228,1,4
1638,81214513,3,3
1424,81214513,3,3
340,81214513,3,3
1318,81214513,3,3
1565,81214513,3,3
816,81214894,2,2
1424,81214894,2,2
1846,81214894,2,2
1471,81214894,2,2
353,81214894,2,2
75,81214896,2,2
186,81214896,2,2
295,81214896,2,2
289,81214896,2,2
379,81214896,2,2
1840,81215052,1,1
75,81215052,1,1
1565,81215052,1,1
1136,81215052,1,1
